0.968462	-0.0329272	0.0187176	0.246264	0.968462	-0.0329272	0.0187176	0.246264	0.968462	-0.0329272	0.0187176	0.246264	0.968462	-0.0329272	0.0187176	0.246264
0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313
0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313	0.968458	-0.032762	0.0185895	0.246313
0.968454	-0.03271	0.0186472	0.246331	0.968454	-0.03271	0.0186472	0.246331	0.968454	-0.03271	0.0186472	0.246331	0.968454	-0.03271	0.0186472	0.246331
0.968462	-0.032758	0.0186259	0.246296	0.968462	-0.032758	0.0186259	0.246296	0.968462	-0.032758	0.0186259	0.246296	0.968462	-0.032758	0.0186259	0.246296
0.968465	-0.0327808	0.0186371	0.246279	0.968465	-0.0327808	0.0186371	0.246279	0.968465	-0.0327808	0.0186371	0.246279	0.968465	-0.0327808	0.0186371	0.246279
0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278
0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278	0.968463	-0.0328425	0.018629	0.246278
0.968449	-0.032798	0.0186373	0.246341	0.968449	-0.032798	0.0186373	0.246341	0.968449	-0.032798	0.0186373	0.246341	0.968449	-0.032798	0.0186373	0.246341
0.968444	-0.0328446	0.018632	0.246353	0.968444	-0.0328446	0.018632	0.246353	0.968444	-0.0328446	0.018632	0.246353	0.968444	-0.0328446	0.018632	0.246353
0.968448	-0.0328164	0.0185554	0.246347	0.968448	-0.0328164	0.0185554	0.246347	0.968448	-0.0328164	0.0185554	0.246347	0.968448	-0.0328164	0.0185554	0.246347
0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386
0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386	0.96844	-0.0327672	0.0185785	0.246386
0.96843	-0.0328135	0.0186139	0.246413	0.96843	-0.0328135	0.0186139	0.246413	0.96843	-0.0328135	0.0186139	0.246413	0.96843	-0.0328135	0.0186139	0.246413
