-0.00558942	-0.350864	-0.92475	-0.147313	0.0367789	0.906166	0.41769	0.0551811	0.734285	-0.413845	0.511787	-0.166229	0.594184	-0.188592	0.762287	-0.174059
-0.00526008	-0.350217	-0.924962	-0.147533	0.0373499	0.905825	0.418252	0.0561334	0.733031	-0.414247	0.513342	-0.165965	0.591679	-0.190981	0.763658	-0.173979
-0.00513935	-0.348893	-0.925513	-0.147216	0.0373499	0.905825	0.418252	0.0561334	0.730587	-0.414953	0.516439	-0.165371	0.591679	-0.190981	0.763658	-0.173979
-0.00465371	-0.348365	-0.925737	-0.147073	0.0373499	0.905825	0.418252	0.0561334	0.729263	-0.415477	0.517912	-0.165291	0.590402	-0.192081	0.764387	-0.173906
-0.00382829	-0.347927	-0.925845	-0.147456	0.0380579	0.905425	0.418944	0.0569452	0.727871	-0.416146	0.519303	-0.165379	0.589242	-0.19314	0.765024	-0.173865
-0.00382829	-0.347927	-0.925845	-0.147456	0.0380579	0.905425	0.418944	0.0569452	0.727871	-0.416146	0.519303	-0.165379	0.589242	-0.19314	0.765024	-0.173865
-0.00310241	-0.347432	-0.925925	-0.148138	0.0374161	0.904342	0.421019	0.059232	0.724972	-0.417612	0.521976	-0.166002	0.58714	-0.194944	0.766238	-0.173615
-0.00310241	-0.347432	-0.925925	-0.148138	0.0374161	0.904342	0.421019	0.059232	0.724972	-0.417612	0.521976	-0.166002	0.58714	-0.194944	0.766238	-0.173615
-0.0025119	-0.345785	-0.926411	-0.148958	0.0378608	0.903647	0.422277	0.0605827	0.722243	-0.418758	0.524651	-0.166578	0.584325	-0.197015	0.76801	-0.172945
-0.00234022	-0.344797	-0.926771	-0.149017	0.0381404	0.903339	0.422778	0.061505	0.720982	-0.419189	0.525998	-0.16671	0.582657	-0.198155	0.769083	-0.172501
-0.00196691	-0.343903	-0.927129	-0.148857	0.0379203	0.903019	0.423345	0.0624263	0.720982	-0.419189	0.525998	-0.16671	0.581142	-0.199235	0.770025	-0.172166
-0.00196691	-0.343903	-0.927129	-0.148857	0.0379203	0.903019	0.423345	0.0624263	0.720982	-0.419189	0.525998	-0.16671	0.581142	-0.199235	0.770025	-0.172166
-0.00110899	-0.342524	-0.927733	-0.14828	0.0371603	0.9025	0.424439	0.0629694	0.717219	-0.420835	0.529636	-0.167274	0.579968	-0.20013	0.77072	-0.171976
-0.000558999	-0.341892	-0.928014	-0.147983	0.0371603	0.9025	0.424439	0.0629694	0.717219	-0.420835	0.529636	-0.167274	0.579154	-0.200862	0.771151	-0.171936
