0.579093	0.400018	0.582757	0.40624	-0.330849	-0.605865	-0.175948	-0.701789	-0.721073	-0.137519	-0.596896	-0.323817	-0.848288	-0.10523	-0.513392	0.0759159	-0.905757	0.0312739	-0.41635	0.0726614
0.579093	0.400018	0.582757	0.40624	-0.330849	-0.605865	-0.175948	-0.701789	-0.721073	-0.137519	-0.596896	-0.323817	-0.848288	-0.10523	-0.513392	0.0759159	-0.905757	0.0312739	-0.41635	0.0726614
0.577522	0.40102	0.583937	0.405795	-0.330849	-0.605865	-0.175948	-0.701789	-0.720156	-0.138111	-0.597998	-0.323572	-0.848288	-0.10523	-0.513392	0.0759159	-0.906052	0.0306902	-0.415818	0.0722718
0.577522	0.40102	0.583937	0.405795	-0.330849	-0.605865	-0.175948	-0.701789	-0.720156	-0.138111	-0.597998	-0.323572	-0.848288	-0.10523	-0.513392	0.0759159	-0.906052	0.0306902	-0.415818	0.0722718
0.577522	0.40102	0.583937	0.405795	-0.330849	-0.605865	-0.175948	-0.701789	-0.720156	-0.138111	-0.597998	-0.323572	-0.848288	-0.10523	-0.513392	0.0759159	-0.906052	0.0306902	-0.415818	0.0722718
0.577522	0.40102	0.583937	0.405795	-0.330849	-0.605865	-0.175948	-0.701789	-0.720156	-0.138111	-0.597998	-0.323572	-0.848288	-0.10523	-0.513392	0.0759159	-0.906052	0.0306902	-0.415818	0.0722718
0.576527	0.401008	0.588208	0.401025	-0.328657	-0.605984	-0.173068	-0.703431	-0.718738	-0.139068	-0.599584	-0.32338	-0.848288	-0.10523	-0.513392	0.0759159	-0.906826	0.0297783	-0.414165	0.0724302
0.576058	0.401876	0.588644	0.400188	-0.327784	-0.605929	-0.172077	-0.704128	-0.718738	-0.139068	-0.599584	-0.32338	-0.848288	-0.10523	-0.513392	0.0759159	-0.906877	0.0290576	-0.414165	0.0720883
0.576058	0.401876	0.588644	0.400188	-0.327784	-0.605929	-0.172077	-0.704128	-0.718738	-0.139068	-0.599584	-0.32338	-0.848288	-0.10523	-0.513392	0.0759159	-0.906877	0.0290576	-0.414165	0.0720883
0.576058	0.401876	0.588644	0.400188	-0.327784	-0.605929	-0.172077	-0.704128	-0.718738	-0.139068	-0.599584	-0.32338	-0.848288	-0.10523	-0.513392	0.0759159	-0.906877	0.0290576	-0.414165	0.0720883
0.574396	0.403096	0.590368	0.398809	-0.327784	-0.605929	-0.172077	-0.704128	-0.718601	-0.139384	-0.599691	-0.323351	-0.848288	-0.10523	-0.513392	0.0759159	-0.906631	0.0284359	-0.414911	0.0711436
0.574833	0.402179	0.591966	0.39673	-0.327784	-0.605929	-0.172077	-0.704128	-0.718601	-0.139384	-0.599691	-0.323351	-0.848288	-0.10523	-0.513392	0.0759159	-0.906631	0.0284359	-0.414911	0.0711436
0.574833	0.402179	0.591966	0.39673	-0.327784	-0.605929	-0.172077	-0.704128	-0.718601	-0.139384	-0.599691	-0.323351	-0.848288	-0.10523	-0.513392	0.0759159	-0.906631	0.0284359	-0.414911	0.0711436
0.574499	0.402399	0.592669	0.395941	-0.327784	-0.605929	-0.172077	-0.704128	-0.718735	-0.139764	-0.599442	-0.32335	-0.848288	-0.10523	-0.513392	0.0759159	-0.907051	0.0272691	-0.41422	0.0702622
0.574319	0.402393	0.593374	0.395152	-0.327784	-0.605929	-0.172077	-0.704128	-0.718735	-0.139764	-0.599442	-0.32335	-0.848288	-0.10523	-0.513392	0.0759159	-0.907366	0.026716	-0.413661	0.0697063
0.574317	0.402197	0.594469	0.393707	-0.327176	-0.605841	-0.171379	-0.704657	-0.718735	-0.139764	-0.599442	-0.32335	-0.848288	-0.10523	-0.513392	0.0759159	-0.907366	0.026716	-0.413661	0.0697063
0.574317	0.402197	0.594469	0.393707	-0.327176	-0.605841	-0.171379	-0.704657	-0.718735	-0.139764	-0.599442	-0.32335	-0.848288	-0.10523	-0.513392	0.0759159	-0.907366	0.026716	-0.413661	0.0697063
0.574203	0.402354	0.594862	0.393117	-0.327176	-0.605841	-0.171379	-0.704657	-0.718879	-0.140856	-0.59887	-0.323617	-0.848288	-0.10523	-0.513392	0.0759159	-0.907507	0.026593	-0.413451	0.0691571
0.57417	0.402452	0.595495	0.392106	-0.327176	-0.605841	-0.171379	-0.704657	-0.718879	-0.140856	-0.59887	-0.323617	-0.848288	-0.10523	-0.513392	0.0759159	-0.90756	0.0265486	-0.413385	0.0688642
0.574081	0.403239	0.596119	0.390475	-0.326666	-0.605749	-0.171133	-0.705032	-0.718879	-0.140856	-0.59887	-0.323617	-0.848288	-0.10523	-0.513392	0.0759159	-0.907651	0.0264215	-0.413239	0.068594
0.574012	0.403296	0.596283	0.390269	-0.326666	-0.605749	-0.171133	-0.705032	-0.71898	-0.141433	-0.598507	-0.32381	-0.848288	-0.10523	-0.513392	0.0759159	-0.907651	0.0264215	-0.413239	0.068594
0.574012	0.403296	0.596283	0.390269	-0.326666	-0.605749	-0.171133	-0.705032	-0.71898	-0.141433	-0.598507	-0.32381	-0.848288	-0.10523	-0.513392	0.0759159	-0.907651	0.0264215	-0.413239	0.068594
0.573818	0.403458	0.596403	0.390202	-0.326666	-0.605749	-0.171133	-0.705032	-0.71898	-0.141433	-0.598507	-0.32381	-0.848288	-0.10523	-0.513392	0.0759159	-0.907927	0.0257659	-0.412826	0.0676686
0.573672	0.403586	0.596585	0.390007	-0.326246	-0.605537	-0.171261	-0.705378	-0.71898	-0.141433	-0.598507	-0.32381	-0.848288	-0.10523	-0.513392	0.0759159	-0.908018	0.025493	-0.41269	0.0673788
0.573672	0.403586	0.596585	0.390007	-0.326246	-0.605537	-0.171261	-0.705378	-0.71898	-0.141433	-0.598507	-0.32381	-0.848288	-0.10523	-0.513392	0.0759159	-0.908018	0.025493	-0.41269	0.0673788
0.573665	0.403257	0.596764	0.390083	-0.326246	-0.605537	-0.171261	-0.705378	-0.719189	-0.141907	-0.598045	-0.323992	-0.848288	-0.10523	-0.513392	0.0759159	-0.908316	0.0251128	-0.412134	0.0669088
0.573799	0.402948	0.59683	0.390104	-0.326246	-0.605537	-0.171261	-0.705378	-0.719189	-0.141907	-0.598045	-0.323992	-0.848288	-0.10523	-0.513392	0.0759159	-0.908424	0.0250822	-0.411927	0.066734
0.573799	0.402948	0.59683	0.390104	-0.326246	-0.605537	-0.171261	-0.705378	-0.719189	-0.141907	-0.598045	-0.323992	-0.848288	-0.10523	-0.513392	0.0759159	-0.908424	0.0250822	-0.411927	0.066734
0.573799	0.402948	0.59683	0.390104	-0.326246	-0.605537	-0.171261	-0.705378	-0.719189	-0.141907	-0.598045	-0.323992	-0.848288	-0.10523	-0.513392	0.0759159	-0.908424	0.0250822	-0.411927	0.066734
0.57403	0.402356	0.596885	0.390291	-0.325852	-0.605071	-0.171712	-0.70585	-0.720574	-0.143901	-0.595189	-0.325292	-0.848288	-0.10523	-0.513392	0.0759159	-0.90839	0.02476	-0.412107	0.0662016
0.574278	0.401958	0.596909	0.390301	-0.325852	-0.605071	-0.171712	-0.70585	-0.720574	-0.143901	-0.595189	-0.325292	-0.848288	-0.10523	-0.513392	0.0759159	-0.908446	0.0246419	-0.41202	0.066017
0.574278	0.401958	0.596909	0.390301	-0.325852	-0.605071	-0.171712	-0.70585	-0.720574	-0.143901	-0.595189	-0.325292	-0.848288	-0.10523	-0.513392	0.0759159	-0.908446	0.0246419	-0.41202	0.066017
0.574278	0.401958	0.596909	0.390301	-0.325852	-0.605071	-0.171712	-0.70585	-0.720574	-0.143901	-0.595189	-0.325292	-0.848288	-0.10523	-0.513392	0.0759159	-0.908446	0.0246419	-0.41202	0.066017
0.574278	0.401958	0.596909	0.390301	-0.325852	-0.605071	-0.171712	-0.70585	-0.720574	-0.143901	-0.595189	-0.325292	-0.848288	-0.10523	-0.513392	0.0759159	-0.908446	0.0246419	-0.41202	0.066017
0.574572	0.401572	0.596895	0.390287	-0.325704	-0.604841	-0.171894	-0.706071	-0.723566	-0.143962	-0.59056	-0.327056	-0.848288	-0.10523	-0.513392	0.0759159	-0.909085	0.0236476	-0.4107	0.0658056
0.574572	0.401572	0.596895	0.390287	-0.325704	-0.604841	-0.171894	-0.706071	-0.723566	-0.143962	-0.59056	-0.327056	-0.848288	-0.10523	-0.513392	0.0759159	-0.909085	0.0236476	-0.4107	0.0658056
0.574572	0.401572	0.596895	0.390287	-0.325704	-0.604841	-0.171894	-0.706071	-0.723566	-0.143962	-0.59056	-0.327056	-0.848288	-0.10523	-0.513392	0.0759159	-0.909085	0.0236476	-0.4107	0.0658056
0.575332	0.400905	0.596753	0.39007	-0.325636	-0.604668	-0.171791	-0.706276	-0.725013	-0.142818	-0.589545	-0.326183	-0.848288	-0.10523	-0.513392	0.0759159	-0.909392	0.0226701	-0.410072	0.065825
0.575332	0.400905	0.596753	0.39007	-0.325636	-0.604668	-0.171791	-0.706276	-0.725013	-0.142818	-0.589545	-0.326183	-0.848288	-0.10523	-0.513392	0.0759159	-0.909392	0.0226701	-0.410072	0.065825
0.575984	0.400476	0.59666	0.389689	-0.325116	-0.604772	-0.170156	-0.706822	-0.725013	-0.142818	-0.589545	-0.326183	-0.848288	-0.10523	-0.513392	0.0759159	-0.90944	0.0224384	-0.40998	0.0658194
0.575984	0.400476	0.59666	0.389689	-0.325116	-0.604772	-0.170156	-0.706822	-0.725013	-0.142818	-0.589545	-0.326183	-0.848288	-0.10523	-0.513392	0.0759159	-0.90944	0.0224384	-0.40998	0.0658194
0.576366	0.400232	0.596709	0.389302	-0.325116	-0.604772	-0.170156	-0.706822	-0.726335	-0.14232	-0.588234	-0.325828	-0.848288	-0.10523	-0.513392	0.0759159	-0.909631	0.0216502	-0.409622	0.0656716
0.576469	0.400171	0.596769	0.389119	-0.325116	-0.604772	-0.170156	-0.706822	-0.726335	-0.14232	-0.588234	-0.325828	-0.848288	-0.10523	-0.513392	0.0759159	-0.909715	0.0214492	-0.409451	0.065643
0.576469	0.400171	0.596769	0.389119	-0.325116	-0.604772	-0.170156	-0.706822	-0.726335	-0.14232	-0.588234	-0.325828	-0.848288	-0.10523	-0.513392	0.0759159	-0.909715	0.0214492	-0.409451	0.065643
